model,entity,total_degree,pagerank,betweenness,document,chunk,source,relation,target,confidence,evidence
arc_apex,Student Nonviolent Coordinating Committee,43,0.0813264965528034,0.2761918024126852,Hughes,,lunch counter sit-ins,associated_with,Student Nonviolent Coordinating Committee,,Student Nonviolent Coordinating Committee and lunch counter sit-ins
arc_apex,Student Nonviolent Coordinating Committee,43,0.0813264965528034,0.2761918024126852,Intergenerational movement memoirs and the emotional costs of activist commitment,,Bob Moses,member_of,Student Nonviolent Coordinating Committee,,SNCC's Bob Moses
arc_apex,Student Nonviolent Coordinating Committee,43,0.0813264965528034,0.2761918024126852,Intergenerational movement memoirs and the emotional costs of activist commitment,,Charles McDew,leader_of,Student Nonviolent Coordinating Committee,,SNCC's second chairman
arc_apex,Student Nonviolent Coordinating Committee,43,0.0813264965528034,0.2761918024126852,Intergenerational movement memoirs and the emotional costs of activist commitment,,Cleveland Sellers,member_of,Student Nonviolent Coordinating Committee,,Sellers worked in SNCC for years || The River of No Return: The Autobiography of a Black Militant and the Life and Death of SNCC
arc_apex,Student Nonviolent Coordinating Committee,43,0.0813264965528034,0.2761918024126852,Intergenerational movement memoirs and the emotional costs of activist commitment,,Dorie Ladner,member_of,Student Nonviolent Coordinating Committee,,Ladner became ill while directing SNCC's project in Natchez
arc_apex,Southern Christian Leadership Conference,18,0.02392366508850286,0.05963486857344605,A fight for racial equality in Florida,,Alvin J. Bronstein,associated_with,Southern Christian Leadership Conference,,"In attracting lawyers like Kunstler and Alvin J. Bronstein to assist Simon, the SCLC campaign"
arc_apex,Southern Christian Leadership Conference,18,0.02392366508850286,0.05963486857344605,A fight for racial equality in Florida,,Alvin J. Bronstein,collaborated_with,Southern Christian Leadership Conference,,In August 1964 he filed lawsuits on behalf of the SCLC
arc_apex,Southern Christian Leadership Conference,18,0.02392366508850286,0.05963486857344605,A fight for racial equality in Florida,,Andrew Young,member_of,Southern Christian Leadership Conference,,Reverend Andrew Young of the SCLC
arc_apex,Southern Christian Leadership Conference,18,0.02392366508850286,0.05963486857344605,A fight for racial equality in Florida,,Martin Luther King Jr.,associated_with,Southern Christian Leadership Conference,,Smathers... suspected that the SCLC faked the attack
arc_apex,Southern Christian Leadership Conference,18,0.02392366508850286,0.05963486857344605,A fight for racial equality in Florida,,Martin Luther King Jr.,leader_of,Southern Christian Leadership Conference,,"the Southern Christian Leadership Conference under Martin Luther King, Jr"
arc_apex,National Association for the Advancement of Colored People,18,0.019220103862420148,0.115148956046003,A fight for racial equality in Florida,,Civil Rights Movement,associated_with,National Association for the Advancement of Colored People,,a civil rights organization that the legislature deemed 'subversive'
arc_apex,National Association for the Advancement of Colored People,18,0.019220103862420148,0.115148956046003,A fight for racial equality in Florida,,Federal Bureau of Investigation,opposed_to,National Association for the Advancement of Colored People,,NAACP checked 25 years by the F.B.I.
arc_apex,National Association for the Advancement of Colored People,18,0.019220103862420148,0.115148956046003,A fight for racial equality in Florida,,National Association for the Advancement of Colored People,collaborated_with,Tobias Simon,,he worked as a cooperating attorney with the NAACP Legal Defense and Educational Fund
arc_apex,National Association for the Advancement of Colored People,18,0.019220103862420148,0.115148956046003,A fight for racial equality in Florida,,National Association for the Advancement of Colored People,participated_in,Gibson v. Florida Legislative Investigation Committee,,"NAACP lost. It fought back in a lawsuit to protect freedom of association, a case that the US Supreme Court decided in 1963 in Gibson v. Florida Legislative Investigation Committee. The NAACP won, barely (5–4)."
arc_apex,National Association for the Advancement of Colored People,18,0.019220103862420148,0.115148956046003,A fight for racial equality in Florida,,Roy Wilkins,leader_of,National Association for the Advancement of Colored People,,Executive secretary Roy Wilkins feared that 'the civil rights movement in Florida and the entire Southeast' would be imperilled if the NAACP lost.
arc_apex,Congress of Racial Equality,15,0.016185239098385443,0.05744440465773788,A fight for racial equality in Florida,,Alvin J. Bronstein,associated_with,Congress of Racial Equality,,he served for nearly half a decade as general counsel to the Brooklyn branch of CORE
arc_apex,Congress of Racial Equality,15,0.016185239098385443,0.05744440465773788,A fight for racial equality in Florida,,Brooklyn,associated_with,Congress of Racial Equality,,the Brooklyn branch of CORE
arc_apex,Congress of Racial Equality,15,0.016185239098385443,0.05744440465773788,A fight for racial equality in Florida,,Carl Rachlin,associated_with,Congress of Racial Equality,,attorney Carl Rachlin of CORE
arc_apex,Congress of Racial Equality,15,0.016185239098385443,0.05744440465773788,A fight for racial equality in Florida,,Congress of Racial Equality,collaborated_with,Tobias Simon,,Simon quickly became one of the South's extremely few white lawyers willing to help CORE.
arc_apex,Congress of Racial Equality,15,0.016185239098385443,0.05744440465773788,A fight for racial equality in Florida,,Congress of Racial Equality,participated_in,Freedom Rides,,when some of the Brooklyn members were arrested as Freedom Riders
arc_apex,St Augustine,14,0.03271600174910347,0.029877472490071236,A fight for racial equality in Florida,,Alvin J. Bronstein,associated_with,St Augustine,,"By helping to make the law applicable to St Augustine, Bronstein earned the gratitude of the movement there. || He targeted fifteen motels and restaurants in the St Augustine area and continued to monitor their compliance"
arc_apex,St Augustine,14,0.03271600174910347,0.029877472490071236,A fight for racial equality in Florida,,Alvin J. Bronstein,located_in,St Augustine,,The LCDC assigned Bronstein to St Augustine because an experienced litigator was needed there.
arc_apex,St Augustine,14,0.03271600174910347,0.029877472490071236,A fight for racial equality in Florida,,Alvin J. Bronstein,participated_in,St Augustine,,the crisis attracted outside attorneys like Alvin J. Bronstein to protect the rights of protestors
arc_apex,St Augustine,14,0.03271600174910347,0.029877472490071236,A fight for racial equality in Florida,,Andrew Young,connected_to,St Augustine,,a biracial group that included Reverend Andrew Young of the SCLC
arc_apex,St Augustine,14,0.03271600174910347,0.029877472490071236,A fight for racial equality in Florida,,Civil Rights Act 1964,connected_to,St Augustine,,compliance with the Civil Rights Act was at first begrudging || the crisis in St Augustine that spring and summer served as the inescapable backdrop for the passage of the Civil Rights Act (1964)
arc_apex,Tobias Simon,13,0.04234656723325081,0.02671003155310236,A fight for racial equality in Florida,,Alvin J. Bronstein,collaborated_with,Tobias Simon,,Alvin J. Bronstein to assist Simon
arc_apex,Tobias Simon,13,0.04234656723325081,0.02671003155310236,A fight for racial equality in Florida,,Carl Rachlin,collaborated_with,Tobias Simon,,Simon and two other Miami attorneys assisted Rachlin
arc_apex,Tobias Simon,13,0.04234656723325081,0.02671003155310236,A fight for racial equality in Florida,,Civil Rights Movement,associated_with,Tobias Simon,,"Tobias Simon, 52, a lawyer in civil rights causes in 60's"
arc_apex,Tobias Simon,13,0.04234656723325081,0.02671003155310236,A fight for racial equality in Florida,,Congress of Racial Equality,collaborated_with,Tobias Simon,,Simon quickly became one of the South's extremely few white lawyers willing to help CORE.
arc_apex,Tobias Simon,13,0.04234656723325081,0.02671003155310236,A fight for racial equality in Florida,,Florida,associated_with,Tobias Simon,,"In Florida and elsewhere in the region, attorneys like Simon helped amplify the consent of the governed || Wherever civil rights and civil liberties were under assault in Florida, one Miami attorney was ubiquitous"
arc_apex,Black Power,10,0.007134786393117681,0.046719962525539414,Brian-Purnell_Freedom-North-Studies-the-Long-Civil-Rights-Movement-and-Twentieth-Century-Liberalism-in-American-Cities,,Bayard Rustin,opposed_to,Black Power,,a fierce critic of Black Power and Black Nationalism
arc_apex,Black Power,10,0.007134786393117681,0.046719962525539414,Brian-Purnell_Freedom-North-Studies-the-Long-Civil-Rights-Movement-and-Twentieth-Century-Liberalism-in-American-Cities,,Black Panther Party,associated_with,Black Power,,"Civil Rights, Black Power, and the Black Panthers in New Haven"
arc_apex,Black Power,10,0.007134786393117681,0.046719962525539414,Brian-Purnell_Freedom-North-Studies-the-Long-Civil-Rights-Movement-and-Twentieth-Century-Liberalism-in-American-Cities,,Black Power,associated_with,James Groppi,,Black Power did not force Groppi from his connection to black activists.
arc_apex,Black Power,10,0.007134786393117681,0.046719962525539414,Hughes,,Alabama,associated_with,Black Power,,Civil rights and Black Power in Alabama's Black Belt
arc_apex,Black Power,10,0.007134786393117681,0.046719962525539414,Intergenerational movement memoirs and the emotional costs of activist commitment,,Black Power,associated_with,Patricia Stephens Due,,also worked with... Black Power organizations in Florida
arc_apex,Freedom Rides,10,0.01509515952653064,0.04420734050866248,A fight for racial equality in Florida,,Alvin J. Bronstein,associated_with,Freedom Rides,,"when some of the Brooklyn members were arrested as Freedom Riders, Bronstein went to Mississippi to defend them"
arc_apex,Freedom Rides,10,0.01509515952653064,0.04420734050866248,A fight for racial equality in Florida,,Congress of Racial Equality,participated_in,Freedom Rides,,when some of the Brooklyn members were arrested as Freedom Riders
arc_apex,Freedom Rides,10,0.01509515952653064,0.04420734050866248,A fight for racial equality in Florida,,Freedom Rides,connected_to,"Montgomery, Alabama",,Three years earlier Coffin had been arrested as a Freedom Rider in Montgomery
arc_apex,Freedom Rides,10,0.01509515952653064,0.04420734050866248,A fight for racial equality in Florida,,Israel S. (Sy) Dresner,participated_in,Freedom Rides,,"The Interfaith Freedom Riders... His colleague, Israel S. (Sy) Dresner"
arc_apex,Freedom Rides,10,0.01509515952653064,0.04420734050866248,Intergenerational movement memoirs and the emotional costs of activist commitment,,Dave Dennis,participated_in,Freedom Rides,,"The decision to undertake a Freedom Ride in 1961, as Dennis did || as a Freedom Rider in 1961"
arc_lite,Martin Luther King Jr.,32,0.05657357506171005,0.2844782269359526,A fight for racial equality in Florida,,Israel S. (Sy) Dresner,associated_with,Martin Luther King Jr.,,"Rabbi Israel Dresner, civil rights champion who befriended King"
arc_lite,Martin Luther King Jr.,32,0.05657357506171005,0.2844782269359526,A fight for racial equality in Florida,,Martin Luther King Jr.,associated_with,St Augustine,,Martin Luther King to rank St Augustine as ‘the most lawless city I’ve ever been in.’
arc_lite,Martin Luther King Jr.,32,0.05657357506171005,0.2844782269359526,A fight for racial equality in Florida,,Martin Luther King Jr.,leader_of,Southern Christian Leadership Conference,,the SCLC campaign contributed noticeably to the education of a judge named Bryan Simpson.
arc_lite,Martin Luther King Jr.,32,0.05657357506171005,0.2844782269359526,A fight for racial equality in Florida,,Martin Luther King Jr.,located_in,St Augustine,,"After getting returned to a cell in St Augustine, King sent a letter to Dresner"
arc_lite,Martin Luther King Jr.,32,0.05657357506171005,0.2844782269359526,A fight for racial equality in Florida,,Martin Luther King Jr.,member_of,Southern Christian Leadership Conference,,"Senator George Smathers (D-FL) phoned President Lyndon Johnson and suspected that the SCLC faked the attack. After all, Smathers remarked, King had not been injured"
arc_lite,Student Nonviolent Coordinating Committee,32,0.07421010150049924,0.39938611635936905,Hughes,,lunch counter sit-ins,associated_with,Student Nonviolent Coordinating Committee,,Student Nonviolent Coordinating Committee and lunch counter sit-ins
arc_lite,Student Nonviolent Coordinating Committee,32,0.07421010150049924,0.39938611635936905,Intergenerational movement memoirs and the emotional costs of activist commitment,,Bob Moses,member_of,Student Nonviolent Coordinating Committee,,as SNCC’s Bob Moses did
arc_lite,Student Nonviolent Coordinating Committee,32,0.07421010150049924,0.39938611635936905,Intergenerational movement memoirs and the emotional costs of activist commitment,,Charles McDew,leader_of,Student Nonviolent Coordinating Committee,,SNCC’s second chairman remembered Dorie Ladner... Charles McDew
arc_lite,Student Nonviolent Coordinating Committee,32,0.07421010150049924,0.39938611635936905,Intergenerational movement memoirs and the emotional costs of activist commitment,,Dorie Ladner,member_of,Student Nonviolent Coordinating Committee,,Ladner became ill while directing SNCC’s project in Natchez || SNCC’s second chairman remembered Dorie Ladner
arc_lite,Student Nonviolent Coordinating Committee,32,0.07421010150049924,0.39938611635936905,Intergenerational movement memoirs and the emotional costs of activist commitment,,Fannie Lou Hamer,member_of,Student Nonviolent Coordinating Committee,,SNCC’s Fannie Lou Hamer
arc_lite,Civil Rights Movement,23,0.039911450574896486,0.23703132061835125,A fight for racial equality in Florida,,Civil Rights Movement,associated_with,Florida,,That the political leadership of the state recognized the need to show compatibility with the contemporary United States made Florida a tempting target for the Civil Rights Movement.
arc_lite,Civil Rights Movement,23,0.039911450574896486,0.23703132061835125,A fight for racial equality in Florida,,Civil Rights Movement,associated_with,Tobias Simon,,"Tobias Simon, 52, a lawyer in civil rights causes in 60’s"
arc_lite,Civil Rights Movement,23,0.039911450574896486,0.23703132061835125,Brian-Purnell_Freedom-North-Studies-the-Long-Civil-Rights-Movement-and-Twentieth-Century-Liberalism-in-American-Cities,,Civil Rights Act 1964,associated_with,Civil Rights Movement,,The Bill of the Century: The Epic Battle for the Civil Rights Act
arc_lite,Civil Rights Movement,23,0.039911450574896486,0.23703132061835125,Brian-Purnell_Freedom-North-Studies-the-Long-Civil-Rights-Movement-and-Twentieth-Century-Liberalism-in-American-Cities,,Civil Rights Movement,associated_with,Freedom Rides,,"The PBS series, American Experience, also produced several new documentaries on civil rights movement history: ... Freedom Riders (2011)."
arc_lite,Civil Rights Movement,23,0.039911450574896486,0.23703132061835125,Hughes,,Brown v. Board of Education,associated_with,Civil Rights Movement,,framed by legal victories such as Brown v. Board of Education (1954)
arc_lite,National Association for the Advancement of Colored People,16,0.047369150357032014,0.18886683704140947,A fight for racial equality in Florida,,Florida,associated_with,National Association for the Advancement of Colored People,,"The NAACP won, barely (5–4). ... In delaying desegregation, Florida was very much a southern state. || The state’s transparent purpose was to weaken, if not destroy, a civil rights organization that the legislature deemed ‘subversive’."
arc_lite,National Association for the Advancement of Colored People,16,0.047369150357032014,0.18886683704140947,A fight for racial equality in Florida,,National Association for the Advancement of Colored People,collaborated_with,Tobias Simon,,The vigour with which he worked as a coop- erating attorney with the NAACP Legal Defense and Educational Fund
arc_lite,National Association for the Advancement of Colored People,16,0.047369150357032014,0.18886683704140947,A fight for racial equality in Florida,,National Association for the Advancement of Colored People,participated_in,Gibson v. Florida Legislative Investigation Committee,,"The NAACP won, barely (5–4). Writing the majority opinion in Gibson, Justice Arthur Goldberg..."
arc_lite,National Association for the Advancement of Colored People,16,0.047369150357032014,0.18886683704140947,A fight for racial equality in Florida,,Roy Wilkins,member_of,National Association for the Advancement of Colored People,,Executive secretary Roy Wilkins feared that ‘the civil rights movement in Florida and the entire Southeast’ would be imperilled if the NAACP lost.
arc_lite,National Association for the Advancement of Colored People,16,0.047369150357032014,0.18886683704140947,Brian-Purnell_Freedom-North-Studies-the-Long-Civil-Rights-Movement-and-Twentieth-Century-Liberalism-in-American-Cities,,James Groppi,associated_with,National Association for the Advancement of Colored People,,Groppi mentored the local NAACP (National Association for the Advancement of Colored People) Youth Council’s (YC)
arc_lite,Southern Christian Leadership Conference,14,0.02102916800856445,0.1588639396967399,A fight for racial equality in Florida,,Alvin J. Bronstein,associated_with,Southern Christian Leadership Conference,,"He was even willing to violate judicial propriety by asking Alvin Bronstein to file legal claims against the white extremists. In addition to Simon, who worked pro bono for the SCLC || In August 1964 he filed lawsuits on behalf of the SCLC"
arc_lite,Southern Christian Leadership Conference,14,0.02102916800856445,0.1588639396967399,A fight for racial equality in Florida,,Alvin J. Bronstein,collaborated_with,Southern Christian Leadership Conference,,"In attracting lawyers like Kunstler and Alvin J. Bronstein to assist Simon, the SCLC campaign contributed noticeably"
arc_lite,Southern Christian Leadership Conference,14,0.02102916800856445,0.1588639396967399,A fight for racial equality in Florida,,Andrew Young,member_of,Southern Christian Leadership Conference,,Reverend Andrew Young of the SCLC
arc_lite,Southern Christian Leadership Conference,14,0.02102916800856445,0.1588639396967399,A fight for racial equality in Florida,,Martin Luther King Jr.,leader_of,Southern Christian Leadership Conference,,the SCLC campaign contributed noticeably to the education of a judge named Bryan Simpson.
arc_lite,Southern Christian Leadership Conference,14,0.02102916800856445,0.1588639396967399,A fight for racial equality in Florida,,Martin Luther King Jr.,member_of,Southern Christian Leadership Conference,,"Senator George Smathers (D-FL) phoned President Lyndon Johnson and suspected that the SCLC faked the attack. After all, Smathers remarked, King had not been injured"
arc_lite,Congress of Racial Equality,10,0.012290978968699486,0.08025086328271246,A fight for racial equality in Florida,,Alvin J. Bronstein,member_of,Congress of Racial Equality,,he served for nearly half a decade as general counsel to the Brooklyn branch of CORE.
arc_lite,Congress of Racial Equality,10,0.012290978968699486,0.08025086328271246,A fight for racial equality in Florida,,Carl Rachlin,member_of,Congress of Racial Equality,,attorney Carl Rachlin of CORE
arc_lite,Congress of Racial Equality,10,0.012290978968699486,0.08025086328271246,A fight for racial equality in Florida,,Congress of Racial Equality,associated_with,Tobias Simon,,Simon quickly became one of the South’s extremely few white lawyers willing to help CORE.
arc_lite,Congress of Racial Equality,10,0.012290978968699486,0.08025086328271246,A fight for racial equality in Florida,,Congress of Racial Equality,located_in,Miami,,four activists from the Congress of Racial Equality (CORE) sat down at a Woolworth’s lunch counter in downtown Miami
arc_lite,Congress of Racial Equality,10,0.012290978968699486,0.08025086328271246,A fight for racial equality in Florida,,Congress of Racial Equality,participated_in,Miami,,four activists from the Congress of Racial Equality (CORE) sat down at a Woolworth’s lunch counter in downtown Miami
arc_lite,Montgomery Bus Boycott,10,0.038454611580341434,0.03961026127276025,Hughes,,Montgomery Bus Boycott,associated_with,Rosa Parks,,10 of the narratives included various images of Rosa Parks
arc_lite,Montgomery Bus Boycott,10,0.038454611580341434,0.03961026127276025,Intergenerational movement memoirs and the emotional costs of activist commitment,,Montgomery Bus Boycott,associated_with,Rosa Parks,,the symbol of the Montgomery Bus Boycott
arc_lite,Montgomery Bus Boycott,10,0.038454611580341434,0.03961026127276025,JAS - MLK teaching UK schools,,Bristol Bus Boycott,connected_to,Montgomery Bus Boycott,,"connections between the Montgomery bus boycott, the March on Washington and the Bristol bus boycott."
arc_lite,Montgomery Bus Boycott,10,0.038454611580341434,0.03961026127276025,JAS - MLK teaching UK schools,,March on Washington for Jobs and Freedom,connected_to,Montgomery Bus Boycott,,"connections between the Montgomery bus boycott, the March on Washington and the Bristol bus boycott."
arc_lite,Montgomery Bus Boycott,10,0.038454611580341434,0.03961026127276025,M12_Frost,,Civil Rights Movement,associated_with,Montgomery Bus Boycott,,the chronology of the Civil Rights Movement as spanning the years 1954 or 1955—using either Brown v. Board of Education or the Montgomery bus boycott as the starting point
arc_lite,St Augustine,9,0.041172937034538865,0.01097547486723711,A fight for racial equality in Florida,,Alvin J. Bronstein,associated_with,St Augustine,,"By helping to make the law applicable to St Augustine, Bronstein earned the gratitude of the movement there."
arc_lite,St Augustine,9,0.041172937034538865,0.01097547486723711,A fight for racial equality in Florida,,Alvin J. Bronstein,located_in,St Augustine,,The LCDC assigned Bronstein to St Augustine because an experienced litigator was needed there.
arc_lite,St Augustine,9,0.041172937034538865,0.01097547486723711,A fight for racial equality in Florida,,Alvin J. Bronstein,participated_in,St Augustine,,The crisis attracted outside attorneys like Alvin J. Bronstein to protect the rights of protestors
arc_lite,St Augustine,9,0.041172937034538865,0.01097547486723711,A fight for racial equality in Florida,,Civil Rights Act 1964,associated_with,St Augustine,,compliance with the Civil Rights Act was at first begrudging. Some restaurateurs in St Augustine placed signs
arc_lite,St Augustine,9,0.041172937034538865,0.01097547486723711,A fight for racial equality in Florida,,Civil Rights Act 1964,connected_to,St Augustine,,the crisis in St Augustine that spring and summer served as the inescapable backdrop for the passage of the Civil Rights Act (1964)
arc_lite,Tobias Simon,8,0.015215907192146775,0.020954061013820115,A fight for racial equality in Florida,,Alvin J. Bronstein,collaborated_with,Tobias Simon,,In attracting lawyers like Kunstler and Alvin J. Bronstein to assist Simon
arc_lite,Tobias Simon,8,0.015215907192146775,0.020954061013820115,A fight for racial equality in Florida,,Civil Rights Movement,associated_with,Tobias Simon,,"Tobias Simon, 52, a lawyer in civil rights causes in 60’s"
arc_lite,Tobias Simon,8,0.015215907192146775,0.020954061013820115,A fight for racial equality in Florida,,Congress of Racial Equality,associated_with,Tobias Simon,,Simon quickly became one of the South’s extremely few white lawyers willing to help CORE.
arc_lite,Tobias Simon,8,0.015215907192146775,0.020954061013820115,A fight for racial equality in Florida,,National Association for the Advancement of Colored People,collaborated_with,Tobias Simon,,The vigour with which he worked as a coop- erating attorney with the NAACP Legal Defense and Educational Fund
arc_lite,Tobias Simon,8,0.015215907192146775,0.020954061013820115,A fight for racial equality in Florida,,Tobias Simon,associated_with,Southern Christian Leadership Conference,,"In addition to Simon, who worked pro bono for the SCLC"
arc_lite,March on Washington for Jobs and Freedom,7,0.010322926708666084,0.024829177287574833,Brian-Purnell_Freedom-North-Studies-the-Long-Civil-Rights-Movement-and-Twentieth-Century-Liberalism-in-American-Cities,,March on Washington for Jobs and Freedom,associated_with,Martin Luther King Jr.,,"The March on Washington: Jobs, Freedom, and the Forgotten History of Civil Rights"
arc_lite,March on Washington for Jobs and Freedom,7,0.010322926708666084,0.024829177287574833,Hughes,,A. Philip Randolph,participated_in,March on Washington for Jobs and Freedom,,These images included photographs of such figures as A. Philip Randolph... and the March on Washington for Jobs and Freedom
arc_lite,March on Washington for Jobs and Freedom,7,0.010322926708666084,0.024829177287574833,Hughes,,Bayard Rustin,participated_in,March on Washington for Jobs and Freedom,,These images included photographs of such figures as... Bayard Rustin... and the March on Washington for Jobs and Freedom
arc_lite,March on Washington for Jobs and Freedom,7,0.010322926708666084,0.024829177287574833,Hughes,,Martin Luther King Jr.,participated_in,March on Washington for Jobs and Freedom,,15 chose photographs of King at the 1963 March on Washington for Jobs and Freedom || King is the traditional narrative’s ‘defining figure – frozen in 1963’ as he delivered his ‘I have a dream’ speech in Washington. ... the March on Washington remains central
arc_lite,March on Washington for Jobs and Freedom,7,0.010322926708666084,0.024829177287574833,JAS - MLK teaching UK schools,,A. Philip Randolph,organised,March on Washington for Jobs and Freedom,,"the March, co-organized by eminent labour leader A. Philip Randolph"
qwen_plus,Student Nonviolent Coordinating Committee,39,0.1098097958948781,0.3334972940778183,Brian-Purnell_Freedom-North-Studies-the-Long-Civil-Rights-Movement-and-Twentieth-Century-Liberalism-in-American-Cities,,Bayard Rustin,associated_with,Student Nonviolent Coordinating Committee,,Rustin’s life did intersect with them
qwen_plus,Student Nonviolent Coordinating Committee,39,0.1098097958948781,0.3334972940778183,Hughes,,Student Nonviolent Coordinating Committee,organised,lunch counter sit-ins,,Student Nonviolent Coordinating Committee and lunch counter sit-ins
qwen_plus,Student Nonviolent Coordinating Committee,39,0.1098097958948781,0.3334972940778183,Intergenerational movement memoirs and the emotional costs of activist commitment,,Cleveland Sellers,member_of,Student Nonviolent Coordinating Committee,,"Cleveland Sellers with Robert Terrell, The River of No Return: The Autobiography of a Black Militant and the Life and Death of SNCC"
qwen_plus,Student Nonviolent Coordinating Committee,39,0.1098097958948781,0.3334972940778183,Intergenerational movement memoirs and the emotional costs of activist commitment,,Congress of Racial Equality,associated_with,Student Nonviolent Coordinating Committee,,"Congress of Racial Equality (CORE), Student Nonviolent Coordinating Committee (SNCC)"
qwen_plus,Student Nonviolent Coordinating Committee,39,0.1098097958948781,0.3334972940778183,Intergenerational movement memoirs and the emotional costs of activist commitment,,Council of Federated Organizations,associated_with,Student Nonviolent Coordinating Committee,,"Council of Federated Organizations (COFO), Student Nonviolent Coordinating Committee (SNCC)"
qwen_plus,Martin Luther King Jr.,37,0.040721966823553245,0.3391021753943103,A fight for racial equality in Florida,,Israel S. (Sy) Dresner,associated_with,Martin Luther King Jr.,,"Rabbi Israel Dresner, civil rights champion who befriended King"
qwen_plus,Martin Luther King Jr.,37,0.040721966823553245,0.3391021753943103,A fight for racial equality in Florida,,Israel S. (Sy) Dresner,collaborated_with,Martin Luther King Jr.,,"King sent a letter to Dresner, asking him to recruit his colleagues to come to the city to heighten public attention to the struggle"
qwen_plus,Martin Luther King Jr.,37,0.040721966823553245,0.3391021753943103,A fight for racial equality in Florida,,Martin Luther King Jr.,leader_of,Southern Christian Leadership Conference,,SCLC faked the attack || SCLC’s rights of assembly
qwen_plus,Martin Luther King Jr.,37,0.040721966823553245,0.3391021753943103,A fight for racial equality in Florida,,Martin Luther King Jr.,located_in,St Augustine,,"Dan R. Warren, If It Takes All Summer: Martin Luther King, the KKK, and States’ Rights in St Augustine, 1964 || King called a ‘rule of terror’ once made the front page of the Soviet Union’s major government newspaper, Izvestia"
qwen_plus,Martin Luther King Jr.,37,0.040721966823553245,0.3391021753943103,A fight for racial equality in Florida,,Martin Luther King Jr.,participated_in,Monson Motor Lodge,,"On 11 June 1964 he was arrested trying to desegregate the restaurant of the Monson Motor Lodge || someone with a shotgun fired a dozen shots into the beach home where Martin Luther King, Jr, was staying"
qwen_plus,Civil Rights Movement,31,0.06563865894971062,0.2185620628504524,A fight for racial equality in Florida,,Alvin J. Bronstein,associated_with,Civil Rights Movement,,"By helping to make the law applicable to St Augustine, Bronstein earned the gratitude of the movement there."
qwen_plus,Civil Rights Movement,31,0.06563865894971062,0.2185620628504524,A fight for racial equality in Florida,,Civil Rights Movement,associated_with,Tobias Simon,,"Congress debated in the shadow of the ‘troubles’ in St Augustine. Without the inclusion of that provision, the Civil Rights Movement promised further protests."
qwen_plus,Civil Rights Movement,31,0.06563865894971062,0.2185620628504524,A fight for racial equality in Florida,,St Augustine,participated_in,Civil Rights Movement,,the 'troubles' in St Augustine
qwen_plus,Civil Rights Movement,31,0.06563865894971062,0.2185620628504524,Hughes,,Bayard Rustin,associated_with,Civil Rights Movement,,Focusing on what Bayard Rustin (1971: 111) identified as the ‘classical phase’ of the movement
qwen_plus,Civil Rights Movement,31,0.06563865894971062,0.2185620628504524,Hughes,,Brown v. Board of Education,connected_to,Civil Rights Movement,,framed by legal victories such as Brown v. Board of Education (1954) and the Voting Rights Act 1965 || photographs meant to symbolise the US Supreme Court ruling in Plessy v. Ferguson (1896). Other figures... Brown v. Board of Education (1954)
